sim_id,site_code,min_N,max_N,final_N
197,TB,5,5.2587526974750105,5.2587526974750105
198,TB,0,7.336984036751436,7.336984036751436
199,RR,14.009004484382064,25,14.009004484382064
200,TW,7.518861938663182,10,7.518861938663182
201,RR,30,37.8554845171317,37.8554845171317
202,SI,0,3.710954969653704,3.710954969653704
203,AL,8.418067287194743,10,8.418067287194743
204,TW,5,6.909699232602372,6.909699232602372
205,TW,10.062252529062185,15,10.062252529062185
206,AL,8.956311358806248,10,8.956311358806248
207,RR,28.99421703862716,30,28.99421703862716
208,RR,7.544454489342379,10,7.544454489342379
209,SI,0,6.329126242138641,6.329126242138641
210,RR,7.222996908519396,15,7.222996908519396
211,SI,11.93287917340935,15,11.93287917340935
212,RR,7.701125163952383,25,7.701125163952383
213,AL,4.138205977757189,10,4.138205977757189
214,TW,45,53.423301841553375,53.423301841553375
215,RR,40,43.97779021706175,43.97779021706175
216,TB,5,5.853668299333695,5.853668299333695
217,RR,40,49.077546432227756,49.077546432227756
218,RR,25,29.279474473242658,29.279474473242658
219,SI,0,3.3456026156620187,3.3456026156620187
220,AL,0,3.6941441372078336,3.6941441372078336
221,AL,8.136118585106104,10,8.136118585106104
222,SI,0,7.6387781202106675,7.6387781202106675
223,TB,3.6467396905390714,5,3.6467396905390714
